City,Latitude,Longitude,Year,Month,Damage_Accident,Injury_Accident,Death_Accident,Saturday,Sunday,Monday,Tuesday,Wednesday,Thuresday,Friday,Day,Night,Inside_City,Outside_City,Small_Car,SUV_Car,Pickup_Truck,Bus,Truck,Water_Truck,Other_Car,Age_Less_18,Age_Above_18,Age_Above_30,Age_Above_40,Age_Above_50,Saudi,Non_Saudi,Married,Single,Educated,Illiterated,Private_License,Commercial_License,Machinery_License,Motorcycle_License,No_License,Valid_License,Expired_License,Collision_with_Vehicle,Collision_with_Fixed_Object,Pedestrian_Run_Over,Animal_Run_Over,Fire,Rollover,Run_Off_Road,Other_Accident_Type,Illegal_Stop,Illegal_Turn,Illegal_Overtaking,Running_Red_Light,Over_Speeding,Under_Drugs_Influence,Other_Accident_Cause,Injuries,Deaths,Uninjured
Al-Bahah,20.2372671,41.4615479,1438,3,107,58,8,17,26,24,27,35,29,15,125,48,118,55,147,53,78,0,13,3,6,5,138,100,35,10,226,62,196,92,280,8,232,22,0,0,34,254,0,123,18,6,0,0,21,5,0,3,4,6,2,62,0,96,108,8,286
Al-Bahah,20.2372671,41.4615479,1438,4,131,40,9,16,33,21,27,29,39,15,141,39,139,41,142,62,100,1,7,2,5,7,144,101,50,16,261,57,229,89,310,8,263,15,0,0,40,278,0,138,19,5,0,0,13,5,0,4,3,8,2,61,0,102,77,10,326
Al-Bahah,20.2372671,41.4615479,1438,5,85,42,6,20,25,24,15,14,22,13,98,35,79,54,129,38,67,1,2,0,3,9,127,74,21,9,211,29,177,63,238,2,201,17,0,0,22,218,0,99,12,0,2,0,13,6,1,4,4,8,1,43,0,73,102,7,229
Al-Bahah,20.2372671,41.4615479,1438,6,80,45,6,11,24,26,20,21,16,13,107,24,89,42,120,43,65,2,2,1,2,3,112,85,27,9,195,41,156,80,233,3,180,24,0,0,32,204,0,98,8,4,1,0,11,5,4,2,3,5,1,34,0,86,89,7,235
Al-Bahah,20.2372671,41.4615479,1438,7,37,34,15,18,10,13,6,18,9,12,63,23,44,42,71,26,20,2,3,0,5,4,67,39,11,6,103,24,86,41,124,3,95,10,0,1,21,106,0,47,6,8,1,0,16,6,2,1,2,2,0,31,0,50,54,17,107
Al-Bahah,20.2372671,41.4615479,1438,8,45,55,9,11,22,15,15,21,18,7,86,23,72,37,91,31,50,4,3,0,6,6,86,61,21,13,159,28,117,70,186,1,144,9,0,1,33,154,0,74,13,3,0,1,17,1,0,0,2,5,1,37,0,64,93,10,151
Al-Bahah,20.2372671,41.4615479,1438,9,30,27,8,3,8,19,8,7,7,13,40,25,28,37,49,23,28,0,6,2,0,14,46,34,11,2,83,24,58,49,105,2,82,6,0,0,19,88,0,43,2,4,1,0,6,9,0,3,4,2,0,25,0,31,71,13,85
Al-Bahah,20.2372671,41.4615479,1438,10,18,36,11,13,12,4,12,5,13,6,46,19,35,30,58,13,18,0,6,0,2,10,54,17,11,4,76,20,61,35,95,1,79,6,0,0,11,84,1,31,11,3,1,1,6,11,1,1,2,4,2,34,0,22,74,17,69
Al-Bahah,20.2372671,41.4615479,1438,11,34,42,8,11,13,16,11,14,14,5,66,18,43,41,91,34,12,2,2,0,0,4,79,44,5,7,117,22,111,28,139,0,133,2,0,0,4,135,0,53,11,6,0,0,7,6,1,1,2,0,2,45,0,34,67,11,91
Al-Bahah,20.2372671,41.4615479,1438,12,29,43,10,15,12,11,12,12,8,12,56,26,42,40,82,31,16,0,0,1,2,6,88,23,4,8,114,15,86,43,128,1,110,3,0,0,16,113,0,51,4,3,2,0,15,6,1,0,0,1,0,43,0,38,93,12,63
Madina,24.471153,39.6111216,1438,1,908,155,34,165,174,170,177,150,116,145,486,611,540,557,981,211,491,97,153,47,1,381,551,804,122,123,915,1066,1401,580,1771,210,1313,318,73,21,256,1410,315,85,13,34,8,30,19,0,908,138,97,346,201,242,0,73,273,40,665
Madina,24.471153,39.6111216,1438,2,882,165,46,152,129,200,151,162,156,143,441,652,500,593,711,137,857,123,109,44,0,390,602,499,225,265,749,1232,1511,470,1822,159,1363,264,68,102,184,1567,230,91,4,49,1,42,23,1,882,131,207,285,146,312,0,12,292,57,715
Madina,24.471153,39.6111216,1438,3,906,130,34,140,152,135,205,170,131,137,426,644,446,624,409,282,517,22,146,40,138,110,291,351,490,312,502,1052,1002,552,1444,110,397,523,167,30,437,836,281,63,12,38,5,27,19,0,906,137,308,226,205,194,0,0,239,49,607
Madina,24.471153,39.6111216,1438,4,982,147,38,169,177,167,175,143,161,175,461,706,593,574,711,89,783,13,210,8,41,231,487,351,608,178,913,942,1491,364,1702,153,1446,257,21,7,124,1674,57,72,15,45,1,34,17,0,983,112,284,131,234,390,0,16,259,52,669
Madina,24.471153,39.6111216,1438,5,1091,125,24,186,178,188,180,153,170,185,522,718,626,614,823,93,738,14,222,12,33,357,725,483,310,60,813,1122,1428,507,1898,37,1435,223,29,0,248,1605,82,72,7,31,1,24,12,2,1091,223,345,213,78,355,0,26,245,29,602
Madina,24.471153,39.6111216,1438,6,1300,119,30,209,218,207,217,184,200,214,602,847,724,725,717,95,789,19,216,15,47,239,495,359,616,189,934,964,1512,386,1723,175,1465,263,27,13,130,1704,64,56,9,38,7,28,10,1,1300,330,158,177,280,436,0,68,216,47,510
Madina,24.471153,39.6111216,1438,7,1149,108,36,220,198,143,199,188,166,179,538,755,816,477,713,523,815,85,213,110,284,623,1128,715,185,92,1161,1582,1818,925,2321,422,2400,225,0,5,113,2185,445,58,3,39,3,26,14,1,1149,185,325,75,4,685,0,19,207,50,525
Madina,24.471153,39.6111216,1438,8,1348,126,35,251,228,178,229,218,196,209,646,863,924,585,721,531,823,94,221,118,292,634,1139,726,197,104,2110,690,1846,954,2349,451,2429,234,0,15,122,2224,454,76,6,34,2,25,18,0,1348,221,361,111,40,721,0,55,264,50,619
Madina,24.471153,39.6111216,1438,9,1483,135,45,273,250,200,251,240,218,231,723,940,1001,662,721,531,823,94,221,118,292,634,1139,726,197,104,2110,690,1846,954,2349,451,2409,250,0,19,122,2124,554,58,5,63,5,45,2,2,1483,246,386,136,65,746,0,84,282,58,267
Madina,24.471153,39.6111216,1438,10,1240,88,40,235,241,239,212,150,149,142,704,664,729,639,614,107,531,81,712,53,136,218,429,851,393,343,951,1283,1496,738,1913,321,1213,800,21,13,187,1775,272,48,11,20,4,41,3,1,1240,401,115,557,187,108,0,0,218,54,519
Madina,24.471153,39.6111216,1438,11,1426,89,33,318,225,187,212,307,151,148,583,965,1081,467,945,628,620,267,343,146,80,642,1027,632,524,214,1320,1719,2301,738,2827,212,2412,423,0,0,204,2145,690,60,6,26,2,27,1,0,1426,385,325,123,187,508,0,20,161,43,422
Madina,24.471153,39.6111216,1438,12,1438,94,41,287,223,197,186,230,248,202,938,635,888,685,994,792,447,30,301,9,613,323,768,1175,482,438,1685,1501,2326,860,3103,83,2527,95,0,0,564,2128,494,57,6,21,2,43,6,0,1438,243,218,256,0,827,0,29,261,51,596
Eastern,23.3036077,50.1258804,1438,1,6377,186,76,1218,741,1092,937,924,997,730,3796,2843,5160,1479,5160,1676,1670,792,1160,127,272,1247,5705,3091,1198,505,6922,4824,6162,5584,11567,179,8243,1941,1013,14,535,10311,900,5381,0,78,0,11,168,211,790,885,677,826,231,1498,0,2522,336,100,12118
Eastern,23.3036077,50.1258804,1438,2,6227,203,57,808,1141,875,1083,925,902,753,3901,2586,4901,1586,4780,1724,1519,814,1167,95,1058,1237,5447,3041,1065,367,7026,4131,6683,4474,11019,138,7897,2638,147,10,465,9971,721,4947,0,58,0,19,347,374,742,837,669,835,150,1452,4,2540,400,70,11204
Eastern,23.3036077,50.1258804,1438,3,6448,196,57,788,1217,1067,1025,943,978,683,4029,2672,3234,3467,5722,1995,1720,630,1014,101,704,1271,5611,3476,1088,440,7242,4644,6737,5149,11760,126,8442,2788,192,14,450,10750,686,5328,0,78,0,32,377,368,518,861,537,915,174,1888,3,2323,373,69,12106
Eastern,23.3036077,50.1258804,1438,4,5944,183,84,733,1080,906,979,925,852,736,3609,2602,4666,1545,5852,1807,1444,645,1063,94,312,1200,4655,3676,1204,482,7108,4109,6371,4846,10982,235,7895,2596,161,28,537,9770,910,4809,0,67,0,16,273,373,673,869,617,949,165,1245,6,2360,365,103,11522
Eastern,23.3036077,50.1258804,1438,5,6717,203,63,791,1231,1209,1051,964,951,786,4042,2941,5091,1892,6459,1797,1514,796,1155,174,432,1289,5240,3581,1596,621,7786,4541,7158,5169,11925,402,9045,2524,199,51,508,10825,994,5428,0,67,0,20,452,404,612,927,851,1119,160,1422,7,2497,373,80,12730
Eastern,23.3036077,50.1258804,1438,6,6398,189,68,752,1141,1060,1032,958,971,741,3847,2808,4643,2012,5966,1850,1362,507,930,167,470,1167,4346,3773,1497,486,7443,3826,6421,4848,10970,299,7679,3071,215,45,259,10375,635,4983,0,109,0,21,329,443,770,955,573,975,129,1700,6,2317,359,82,11368
Eastern,23.3036077,50.1258804,1438,7,5986,171,64,733,1038,936,952,986,883,693,3937,2284,4599,1622,5746,1694,1433,580,1047,108,417,1115,4332,3879,1303,396,7372,3653,6440,4585,10733,292,7431,2877,312,51,354,10002,669,4665,0,113,0,14,399,315,715,848,683,1095,107,1555,4,1929,374,71,11420
Eastern,23.3036077,50.1258804,1438,8,6113,176,49,812,975,921,933,951,892,854,3615,2723,4206,2132,5746,1732,1312,493,887,114,372,1056,4239,3584,1419,358,7395,3261,6513,4143,10374,282,7392,2814,196,37,217,10068,371,4656,0,98,0,13,346,331,894,812,725,938,93,1517,0,2253,348,62,10954
Eastern,23.3036077,50.1258804,1438,9,5070,120,51,739,741,737,748,742,764,770,1747,3494,3021,2220,7602,1345,1436,384,1311,142,514,850,4119,3841,2199,425,5986,5448,6960,4474,11140,294,8580,2421,40,14,379,10614,441,4570,0,243,0,11,13,176,228,744,230,271,200,1020,0,2776,302,65,13881
Eastern,23.3036077,50.1258804,1438,10,8145,184,67,1263,1291,1185,1072,1118,1242,1225,5213,3183,5734,2662,6344,2009,1471,655,1193,158,440,1294,4371,4119,1883,603,8209,4061,7669,4601,12005,265,8180,3414,241,52,383,11484,403,6295,0,97,0,28,381,638,957,1374,762,987,86,1743,0,3444,287,98,11742
Eastern,23.3036077,50.1258804,1438,11,7473,156,55,1114,992,1067,1025,985,1213,1288,4870,2814,5328,2356,5733,1995,1720,630,1014,101,704,1271,5616,3476,1088,446,7247,4650,6739,5158,11765,132,8442,2799,192,14,450,10846,601,5816,0,82,0,21,334,589,842,1316,706,887,62,1682,0,3031,265,69,11473
Eastern,23.3036077,50.1258804,1438,12,7689,123,65,1143,1028,1066,1013,1117,1212,1298,4906,2971,5484,2393,5840,2011,1854,605,987,108,692,1290,5642,3593,1211,361,7339,4758,6824,5273,11988,109,8562,2816,207,23,489,11034,574,6120,0,89,0,18,156,546,948,1342,728,840,43,1712,0,3212,291,94,13618
Northern Borders,30,42.666667,1438,1,1050,22,7,146,152,145,149,163,177,147,518,561,980,99,900,325,474,12,79,20,227,114,527,420,268,510,1120,719,1105,734,1825,14,1626,108,14,0,91,1705,43,921,0,15,0,7,75,46,15,18,12,26,9,165,0,849,40,8,1849
Northern Borders,30,42.666667,1438,2,992,18,7,141,142,139,140,142,166,147,568,449,901,116,889,355,516,6,31,13,11,130,1108,342,132,109,1325,496,1085,736,1821,0,1570,84,10,0,157,1612,52,804,0,8,0,3,66,30,106,22,31,6,0,155,0,803,34,7,1911
Northern Borders,30,42.666667,1438,3,1053,14,10,131,165,145,140,146,180,170,569,508,981,96,926,248,470,9,62,14,299,126,1145,221,254,110,1009,847,1152,704,1844,12,1628,118,20,0,90,1738,28,946,0,12,0,4,68,33,14,21,15,20,5,153,0,863,21,11,1828
Northern Borders,30,42.666667,1438,4,946,18,10,148,136,137,127,133,152,141,564,410,856,118,1005,300,413,7,37,13,5,105,1069,419,100,117,1044,766,1235,575,1797,13,1578,98,30,0,104,1673,33,836,0,11,0,2,49,30,46,14,31,23,4,123,0,779,39,11,1696
Northern Borders,30,42.666667,1438,5,944,24,12,125,137,133,138,151,157,139,517,463,884,96,742,392,450,9,104,44,6,123,1044,305,275,,982,765,1114,633,1687,60,1453,127,30,0,137,1570,40,767,0,11,0,1,68,38,95,11,18,20,6,141,0,784,35,14,1793
Northern Borders,30,42.666667,1438,6,912,21,7,115,142,122,147,139,155,120,510,430,830,110,862,211,446,10,51,11,22,93,1030,264,241,100,912,816,1122,606,1725,3,1501,87,20,0,120,1584,24,788,0,15,0,0,55,26,56,2,9,20,8,99,0,802,32,8,1717
Northern Borders,30,42.666667,1438,7,780,21,10,104,124,109,110,116,138,110,479,332,714,97,722,319,271,4,22,14,30,81,891,215,217,100,1059,445,912,592,1502,2,1295,79,16,0,114,1360,30,697,0,12,0,3,34,19,46,1,11,16,5,93,0,685,32,11,1552
Northern Borders,30,42.666667,1438,8,1002,17,6,142,162,136,150,145,153,137,594,431,904,121,943,406,407,11,57,23,24,104,1115,440,128,84,1288,583,1076,795,1862,9,1613,95,5,0,158,1678,35,847,0,7,0,1,52,32,86,21,30,5,1,127,0,841,31,8,1905
Northern Borders,30,42.666667,1438,9,902,17,5,117,144,130,133,140,143,117,456,468,802,122,870,358,340,3,31,23,25,90,1033,356,101,70,1212,438,942,708,1650,0,1332,139,0,0,179,1429,42,727,0,20,0,2,50,33,92,15,20,10,3,127,0,749,33,12,1614
Northern Borders,30,42.666667,1438,10,889,11,6,136,133,123,137,122,142,113,422,484,799,107,935,261,374,9,37,11,16,77,738,496,254,78,1211,432,961,682,1627,16,1319,106,0,0,218,1402,23,740,0,27,3,50,23,63,0,12,13,17,2,121,0,741,14,7,1697
Northern Borders,30,42.666667,1438,11,867,12,2,122,146,137,120,124,120,112,434,447,787,94,881,226,399,9,68,12,19,100,666,520,244,84,1178,436,929,685,1604,10,1355,129,65,0,65,1516,33,733,0,14,0,3,44,20,67,5,13,12,7,104,0,740,14,3,1643
Northern Borders,30,42.666667,1438,12,890,24,12,128,138,136,129,135,147,113,458,468,828,98,932,228,439,7,35,21,17,100,839,426,215,99,1192,487,970,709,1677,2,1466,102,0,0,111,1528,40,753,0,9,0,7,63,41,53,18,15,27,5,127,0,734,49,12,1728
Tabuk,28.3251866,37.6328648,1438,1,1635,53,20,190,220,181,310,198,351,258,905,803,1659,49,1745,952,207,7,101,2,15,331,460,1420,742,76,2167,862,2032,997,2954,75,1945,989,0,0,95,2520,414,1384,0,71,0,0,80,40,133,152,335,296,7,497,0,421,108,25,4142
Tabuk,28.3251866,37.6328648,1438,2,1830,55,20,269,255,237,309,283,284,268,959,946,1473,432,1853,842,201,8,110,4,11,320,510,1106,759,334,2162,867,1961,1068,2950,79,2001,1010,0,0,18,2755,256,1542,0,132,0,0,52,29,150,158,278,319,2,435,0,713,128,24,3056
Tabuk,28.3251866,37.6328648,1438,3,1680,48,16,147,220,150,321,270,365,271,945,799,1092,652,2010,413,352,0,195,8,20,351,591,1071,670,315,2055,943,1846,1152,2669,329,1879,1091,1,2,25,1985,988,1431,0,205,0,0,45,18,45,202,190,298,4,502,0,548,69,20,2113
Tabuk,28.3251866,37.6328648,1438,4,1402,49,28,185,152,155,224,248,253,262,839,640,992,487,1302,809,444,0,79,5,8,454,787,754,497,157,1825,824,1430,1219,2352,297,2100,367,0,0,182,2156,311,1279,0,36,0,1,98,34,31,252,123,139,5,509,0,451,87,37,2063
Tabuk,28.3251866,37.6328648,1438,5,801,66,19,20,207,212,113,110,210,14,543,343,796,90,1120,205,140,0,110,11,91,450,674,422,109,22,987,690,785,892,1590,87,1069,215,0,0,393,1050,234,712,0,30,0,0,72,22,50,119,41,92,0,225,0,409,112,26,1330
Tabuk,28.3251866,37.6328648,1438,6,650,66,16,25,201,120,110,62,150,64,248,484,344,388,491,180,200,1,305,0,14,159,543,420,54,15,860,331,636,555,1191,0,1066,105,0,0,20,1033,138,520,0,52,0,0,80,31,49,108,21,105,0,132,0,366,166,23,216
Tabuk,28.3251866,37.6328648,1438,7,618,55,19,110,94,90,84,125,97,92,430,262,625,67,315,206,112,0,93,0,96,50,440,260,42,30,679,143,381,441,822,0,620,110,0,0,92,710,20,491,0,15,0,0,22,25,139,6,0,13,1,91,0,581,96,25,401
Tabuk,28.3251866,37.6328648,1438,8,626,67,27,96,92,100,92,101,127,112,412,308,669,51,360,290,106,0,59,0,56,90,470,204,50,57,571,300,329,542,871,0,730,106,0,0,35,790,46,352,0,23,0,0,36,19,290,2,0,1,0,9,0,708,92,33,204
Tabuk,28.3251866,37.6328648,1438,9,430,57,34,91,52,29,64,93,121,71,345,176,401,120,351,160,109,0,44,0,35,81,434,112,42,30,562,137,283,416,699,0,546,129,0,0,24,633,42,331,0,75,0,0,40,12,63,7,0,4,0,14,0,496,107,48,11
Tabuk,28.3251866,37.6328648,1438,10,325,45,17,60,66,61,51,61,40,48,186,201,328,59,280,115,61,0,12,1,4,117,189,101,43,23,361,112,218,255,473,0,377,73,0,0,23,405,45,291,0,6,0,0,15,5,70,2,0,5,3,11,0,366,93,24,11
Tabuk,28.3251866,37.6328648,1438,11,349,54,23,69,48,55,68,56,68,62,212,214,236,190,262,126,54,0,35,0,11,126,154,123,56,29,365,123,211,277,488,0,387,86,0,0,15,409,64,290,0,7,0,0,25,6,98,0,0,1,0,3,0,422,87,28,14
Tabuk,28.3251866,37.6328648,1438,12,433,58,22,66,70,77,81,85,63,71,309,204,98,415,360,89,55,0,15,1,62,186,148,160,66,25,340,245,175,410,585,0,350,177,0,0,58,381,146,126,0,7,0,0,32,8,340,20,12,18,1,20,0,442,98,35,52
Al-Jawf,29.7673818,39.5629883,1438,1,503,28,16,80,94,83,77,75,76,62,265,282,393,154,349,376,34,0,59,9,9,171,411,301,118,58,866,193,729,330,1035,24,775,256,3,0,25,995,39,0,0,15,0,0,34,15,4,6,33,23,0,118,0,367,51,16,992
Al-Jawf,29.7673818,39.5629883,1438,2,528,41,13,76,72,93,81,85,97,78,307,275,406,176,642,414,41,0,27,2,2,166,456,323,118,55,698,420,687,431,1038,80,886,181,0,0,51,1057,10,0,0,9,0,0,31,11,1,41,30,18,0,80,0,413,74,16,1085
Al-Jawf,29.7673818,39.5629883,1438,3,548,23,4,69,87,89,94,81,87,68,363,212,475,100,632,383,29,0,74,3,1,169,355,347,187,44,666,436,700,402,1053,49,728,261,1,0,112,965,25,0,0,7,0,0,32,10,1,22,14,8,131,0,2,398,47,6,1078
Al-Jawf,29.7673818,39.5629883,1438,4,507,25,18,69,86,86,90,65,86,68,308,242,434,116,643,355,27,0,14,10,0,128,397,324,148,52,667,382,651,398,1010,39,809,221,2,0,17,997,35,0,0,12,0,1,23,11,0,38,14,17,0,107,10,364,45,19,985
Al-Jawf,29.7673818,39.5629883,1438,5,518,24,7,80,79,76,91,78,70,75,312,237,410,139,601,379,37,0,52,2,0,190,417,330,100,34,642,429,677,394,1026,45,870,180,2,0,19,997,55,0,0,7,0,0,22,18,0,24,13,13,0,119,0,380,49,11,1011
Al-Jawf,29.7673818,39.5629883,1438,6,513,18,9,89,85,67,82,72,74,71,329,211,404,136,496,431,44,2,42,5,0,136,452,216,165,51,808,212,722,298,1014,6,740,253,1,0,26,992,2,0,0,9,0,1,40,13,0,22,12,6,0,90,0,410,41,9,970
Al-Jawf,29.7673818,39.5629883,1438,7,479,20,11,75,65,78,76,71,76,69,274,236,356,154,541,374,33,0,19,3,2,131,424,277,125,15,725,247,652,320,971,1,866,90,0,0,16,956,0,0,0,8,0,2,37,58,0,16,2,12,0,89,0,391,41,16,915
Al-Jawf,29.7673818,39.5629883,1438,8,428,22,8,61,57,63,62,83,63,69,252,206,353,105,462,355,33,0,20,6,0,76,274,345,123,58,651,225,560,316,868,8,767,99,0,0,10,866,0,0,0,11,0,7,27,62,16,21,15,15,0,83,0,324,46,9,821
Al-Jawf,29.7673818,39.5629883,1438,9,347,19,11,58,64,54,58,58,37,48,201,176,273,104,420,234,26,0,18,1,5,85,279,217,83,40,598,106,429,275,704,0,591,86,0,0,27,675,2,0,0,9,0,1,40,14,0,43,5,10,0,51,1,267,31,11,679
Al-Jawf,29.7673818,39.5629883,1438,10,282,12,8,43,38,52,48,40,41,40,147,155,173,129,318,221,15,0,19,0,1,77,251,165,62,19,382,192,300,274,564,10,456,104,0,0,14,560,0,0,0,7,0,0,15,11,0,12,2,7,0,42,0,239,17,15,558
Al-Jawf,29.7673818,39.5629883,1438,11,294,16,9,51,46,45,43,51,48,35,162,157,227,92,383,152,18,2,23,1,0,92,261,170,71,10,476,128,435,169,587,17,478,122,0,0,4,600,0,0,0,6,0,0,22,5,0,5,3,3,0,43,0,265,17,18,602
Al-Jawf,29.7673818,39.5629883,1438,12,306,11,11,52,57,41,50,46,43,39,188,140,218,110,358,189,20,0,3,2,7,103,241,164,94,22,462,162,349,275,617,7,510,86,0,0,28,590,6,0,0,9,0,0,15,4,0,21,7,6,0,52,0,242,21,17,610
Hail,27.8289499,40.8183065,1438,1,658,44,13,110,115,108,109,102,85,86,440,275,401,314,288,212,2,1,107,2,103,21,414,343,181,113,710,362,640,432,1070,2,571,487,0,4,10,1010,52,357,17,0,0,10,81,131,119,17,21,24,0,219,0,434,48,17,1007
Hail,27.8289499,40.8183065,1438,2,757,51,31,120,110,118,112,113,118,148,430,409,501,338,321,300,2,2,88,1,125,40,463,360,280,115,990,268,870,388,1256,2,570,573,2,10,103,1135,20,419,9,1,0,12,88,118,192,18,24,28,0,422,0,347,60,37,1161
Hail,27.8289499,40.8183065,1438,3,695,65,22,114,120,118,115,111,105,99,399,383,452,330,220,198,3,2,150,1,208,18,360,299,240,134,703,348,560,491,1049,2,608,411,0,10,22,997,32,391,10,1,0,10,98,140,132,31,25,41,0,331,0,354,71,26,954
Hail,27.8289499,40.8183065,1438,4,734,65,28,130,126,123,119,113,110,106,440,387,408,419,299,250,2,3,140,7,126,35,420,344,342,99,820,420,710,530,1235,5,610,533,0,4,93,1120,27,413,60,2,2,44,120,86,100,36,27,39,0,310,0,415,71,31,1138
Hail,27.8289499,40.8183065,1438,5,724,77,24,118,124,143,126,108,112,94,437,388,511,314,317,134,2,2,293,1,76,479,306,217,145,90,723,514,698,539,1233,4,487,281,5,52,412,819,6,483,17,1,0,12,59,88,165,18,14,74,0,461,0,258,82,27,1128
Hail,27.8289499,40.8183065,1438,6,787,95,23,145,109,96,92,115,161,187,517,388,472,433,552,27,0,0,219,0,107,422,394,292,185,64,766,591,842,515,1349,8,571,740,0,0,46,1303,8,714,28,0,0,0,82,59,22,8,12,95,0,612,0,178,93,20,1244
Hail,27.8289499,40.8183065,1438,7,628,54,14,187,148,116,68,67,57,53,385,311,344,352,272,195,1,2,172,1,53,23,468,292,195,66,761,283,669,375,1041,3,808,222,0,0,14,1026,4,476,4,2,0,9,44,70,91,0,0,18,0,456,0,222,72,18,954
Hail,27.8289499,40.8183065,1438,8,641,89,19,182,175,149,117,54,38,34,475,274,319,430,314,112,0,1,293,1,28,476,298,144,90,115,609,514,712,411,1119,4,852,197,0,4,70,1049,4,445,26,1,0,11,19,64,183,18,14,74,0,453,0,190,93,23,1007
Hail,27.8289499,40.8183065,1438,9,723,45,18,108,118,135,122,102,116,85,415,371,330,456,306,126,2,3,288,1,60,458,294,210,138,79,695,484,665,514,1173,6,866,265,0,0,48,1126,5,465,12,3,0,0,47,62,197,14,8,68,0,461,0,235,52,22,1105
Hail,27.8289499,40.8183065,1438,10,663,45,9,104,111,132,79,89,117,85,407,310,294,423,298,118,1,2,284,0,14,449,289,131,136,70,674,401,646,429,1071,4,817,245,0,0,13,1059,3,459,7,5,0,0,41,57,148,9,6,62,0,459,0,181,51,13,1011
Hail,27.8289499,40.8183065,1438,11,783,32,11,128,126,112,121,109,129,101,342,484,453,373,318,134,2,2,293,1,76,480,307,217,145,90,724,515,699,540,1232,7,900,282,0,5,52,1182,5,487,49,4,0,9,54,58,165,18,14,75,0,461,0,258,37,17,1185
Hail,27.8289499,40.8183065,1438,12,670,33,9,118,121,96,92,101,89,95,402,310,432,280,385,98,0,2,162,0,65,402,313,198,107,48,684,384,595,473,1063,5,413,238,4,58,355,711,2,402,23,2,0,5,41,81,158,21,13,88,0,392,0,198,43,14,1011
Riyadh,24.713552,46.675297,1439,1,5047,277,75,919,781,625,814,702,775,783,2819,2580,2452,2947,1214,1561,984,63,1475,102,0,2417,4583,4390,1264,274,9522,3406,8115,4813,12901,27,7892,2480,0,0,2556,8611,1761,1647,1542,0,1,0,1132,261,816,1022,974,891,1208,1304,0,0,393,100,12435
Riyadh,24.713552,46.675297,1439,2,5941,255,78,1427,1407,1434,857,421,388,340,4589,1685,5367,907,849,663,79,45,1062,55,0,1843,2281,2452,2053,1012,5968,3673,4883,4758,9594,47,5072,2375,0,0,2194,5796,1651,2287,2274,0,3,0,1331,117,262,1700,1940,898,739,997,0,0,433,98,9110
Riyadh,24.713552,46.675297,1439,3,7808,271,87,1209,1435,1121,1122,1140,1063,1076,4896,3270,3987,4179,2377,1648,1763,422,1055,901,0,2722,3833,3697,3841,1852,9576,6369,10286,5659,15844,101,6947,4399,0,0,4599,9285,2061,3195,2286,0,2,0,566,546,1571,1669,1418,1255,1380,2444,0,0,455,105,15385
Riyadh,24.713552,46.675297,1439,4,7821,266,79,1368,1436,1094,1054,1085,1076,1053,4274,3892,4501,3665,2114,1648,1789,758,1147,710,0,2855,3796,3541,3280,1709,8645,6536,10223,4958,14894,287,6685,4277,0,0,4219,8141,2821,3398,2118,0,0,2,524,547,1577,1688,1608,1512,1366,1992,0,0,427,91,15181
Riyadh,24.713552,46.675297,1439,5,7923,237,81,1410,1298,1014,1088,1110,1125,1196,4321,3920,4320,3921,2118,1759,1923,512,1126,803,0,2844,3862,3623,3841,1721,9428,6463,10322,5569,15819,72,6544,4377,0,0,4970,8176,2745,3973,2387,0,1,1,526,639,714,1758,1511,1318,1426,2228,0,0,358,96,15437
Riyadh,24.713552,46.675297,1439,6,6449,259,79,1015,1003,941,956,996,991,885,3211,3576,3961,2826,2579,1246,721,339,1044,858,0,2386,3864,3129,3285,1215,7821,6058,6873,7006,13801,78,5399,4582,0,0,3898,7489,2492,3736,1309,0,1,13,643,794,291,1209,581,1187,1719,2091,0,0,379,96,13404
Riyadh,24.713552,46.675297,1439,7,6955,227,65,1164,1222,1015,1051,1023,863,909,3839,3408,3788,3459,2347,1908,983,64,1419,526,0,2916,3605,3411,3629,1185,9281,5465,10201,4545,14695,51,6614,4231,0,0,3901,8257,2588,4522,1596,0,2,0,581,491,55,1809,1214,1147,1165,1912,0,0,383,83,14280
Riyadh,24.713552,46.675297,1439,8,6516,258,63,1162,970,1093,899,853,947,913,4017,2820,4240,2597,3869,1149,703,44,984,88,0,2791,4633,4920,1933,641,9513,5405,8447,6471,14885,33,8519,3853,0,0,2546,10365,2007,4892,1423,31,7,0,257,227,0,637,901,1813,896,2590,0,0,393,75,14450
Riyadh,24.713552,46.675297,1439,9,4997,229,71,851,777,731,741,765,722,710,2170,3127,3862,1435,2372,1350,989,45,505,36,0,2405,3791,3112,2150,1301,8499,4260,9168,3591,12727,32,6402,3830,0,0,2527,8122,2110,3301,811,25,0,0,467,693,0,638,645,1078,988,1948,0,0,335,82,12342
Riyadh,24.713552,46.675297,1439,10,5226,238,80,755,633,783,833,840,835,865,2614,2930,2798,2746,2238,1439,751,479,596,41,0,1914,2259,2371,1991,1882,4690,5727,5423,4994,9899,518,4346,3371,0,0,2700,4075,3642,1377,2402,489,4,0,764,508,0,957,1018,1190,1143,1236,0,0,384,100,9933
Riyadh,24.713552,46.675297,1439,11,5620,197,54,923,852,912,849,847,820,668,2475,3396,2911,2960,2833,1549,899,47,507,36,0,2311,3536,3240,2176,1382,8735,3910,9211,3434,12599,46,6422,3795,0,0,2428,8105,2112,3734,974,27,0,0,454,382,300,677,782,1011,967,2134,0,300,313,65,12267
