City,Latitude,Longitude,Year,Month,Damage_Accident,Injury_Accident,Death_Accident,Saturday,Sunday,Monday,Tuesday,Wednesday,Thuresday,Friday,Day,Night,Inside_City,Outside_City,Small_Car,SUV_Car,Pickup_Truck,Bus,Truck,Water_Truck,Other_Car,Age_Less_18,Age_Above_18,Age_Above_30,Age_Above_40,Age_Above_50,Saudi,Non_Saudi,Married,Single,Educated,Illiterated,Private_License,Commercial_License,Machinery_License,Motorcycle_License,No_License,Valid_License,Expired_License,Collision_with_Vehicle,Collision_with_Fixed_Object,Pedestrian_Run_Over,Animal_Run_Over,Fire,Rollover,Run_Off_Road,Other_Accident_Type,Illegal_Stop,Illegal_Turn,Illegal_Overtaking,Running_Red_Light,Over_Speeding,Under_Drugs_Influence,Other_Accident_Cause,Injuries,Deaths,Uninjured
Riyadh,24.713552,46.675297,1439,12,5786,183,86,914,921,685,641,692,721,1481,3411,2644,2908,3147,3111,1659,641,26,436,182,0,2429,3601,3460,2199,2015,8865,4839,9221,4483,13675,29,6792,4396,0,0,2516,9154,2034,3827,839,37,0,1,382,969,0,704,692,1501,947,2211,0,0,301,100,13303
Qurayyat,31.333333,37.341944,1439,1,320,21,0,40,52,49,45,49,65,41,88,253,302,39,334,168,0,0,164,3,0,61,464,100,36,8,530,139,496,173,665,4,617,36,0,0,16,619,34,327,2,6,0,0,5,1,0,0,24,53,1,123,0,140,27,0,658
Qurayyat,31.333333,37.341944,1439,2,295,17,11,53,47,46,50,43,49,35,72,251,288,35,294,168,0,0,163,1,0,63,431,92,30,10,473,153,444,182,624,2,584,18,0,0,24,574,28,303,5,4,0,0,11,0,0,0,28,57,0,93,0,145,40,13,610
Qurayyat,31.333333,37.341944,1439,3,357,17,5,41,70,60,57,70,48,33,74,305,335,44,328,210,0,0,208,0,0,68,514,106,37,21,572,174,524,222,744,2,701,20,0,0,25,682,39,364,0,5,0,0,10,0,0,0,35,62,0,103,0,179,30,9,725
Qurayyat,31.333333,37.341944,1439,4,322,16,2,39,47,53,64,52,40,45,77,263,298,42,313,181,0,0,173,0,0,63,467,89,38,10,519,148,474,193,665,2,634,16,0,0,17,618,32,326,5,2,0,0,7,0,0,0,30,58,0,88,0,164,23,2,654
Qurayyat,31.333333,37.341944,1439,5,287,12,3,38,58,38,46,43,41,38,71,231,279,23,268,165,0,0,160,1,0,60,401,94,33,6,457,137,458,136,590,4,570,17,0,0,7,557,30,292,2,5,0,0,3,0,0,0,29,57,1,85,0,130,23,4,580
Qurayyat,31.333333,37.341944,1439,6,313,8,0,55,51,41,63,37,49,25,57,264,304,17,292,172,0,0,172,0,0,72,446,88,22,8,496,140,474,162,636,0,593,21,0,0,22,581,33,315,1,4,0,0,1,0,0,0,33,60,0,85,0,143,14,0,630
Qurayyat,31.333333,37.341944,1439,7,308,16,3,35,46,59,59,48,56,24,68,259,314,13,302,170,0,0,170,1,0,61,430,103,35,14,503,140,460,183,641,2,598,22,0,0,23,586,34,315,0,5,0,0,7,0,0,0,37,59,0,97,0,134,29,5,626
Qurayyat,31.333333,37.341944,1439,8,248,16,0,31,35,42,46,47,36,27,54,210,248,16,205,155,0,0,157,0,0,54,349,75,28,11,394,123,393,124,515,2,502,8,0,0,7,482,28,251,0,10,0,0,3,0,0,0,28,53,0,64,0,119,22,0,510
Qurayyat,31.333333,37.341944,1439,9,214,12,4,30,33,23,31,50,38,25,60,170,208,22,202,127,0,0,120,0,0,54,281,80,30,4,306,143,320,129,441,8,433,7,0,0,9,428,12,219,2,3,0,0,6,0,0,0,25,53,2,57,0,93,39,8,434
Qurayyat,31.333333,37.341944,1439,10,270,10,2,34,46,31,38,39,55,39,63,219,259,23,252,152,0,0,151,0,0,56,378,82,32,7,415,140,430,125,553,2,532,10,0,0,13,514,28,273,1,4,0,0,4,0,0,0,28,51,0,72,0,131,16,2,548
Qurayyat,31.333333,37.341944,1439,11,255,9,4,45,46,37,39,37,38,26,58,210,245,23,225,157,0,0,146,0,0,55,355,81,25,12,397,131,397,131,524,4,510,6,0,0,12,494,22,260,2,1,0,0,5,0,0,0,29,53,0,63,0,123,19,4,516
Qurayyat,31.333333,37.341944,1439,12,309,11,6,46,69,55,52,41,33,30,78,248,304,22,288,173,4,0,172,1,0,64,429,104,34,7,492,146,484,154,634,4,586,33,0,1,18,587,33,313,2,7,0,0,3,0,1,2,31,57,0,90,0,146,22,8,629
Asir,19.166667,43.166667,1439,1,1649,85,47,377,209,211,181,109,319,375,1226,555,1568,213,1322,901,1142,9,105,3,0,66,1749,1005,584,78,3158,324,3092,390,3454,28,2834,406,0,0,242,3050,190,1264,219,120,39,0,136,3,0,156,56,100,0,1099,0,370,227,58,3544
Asir,19.166667,43.166667,1439,2,2138,79,52,377,239,286,186,231,384,566,1711,558,2018,251,2742,462,931,4,85,13,0,267,1896,1074,805,195,3842,395,3756,481,4208,29,2983,1006,0,0,248,3945,44,1709,270,78,57,0,155,0,0,35,26,15,11,1695,0,487,240,59,4382
Asir,19.166667,43.166667,1439,3,2248,75,55,500,230,231,216,254,425,522,1743,635,105,2273,1773,1058,1311,37,119,3,0,222,2137,1267,644,31,2835,1466,3647,654,4273,28,3737,223,0,0,341,3652,308,1906,138,92,24,0,218,0,0,136,36,132,0,1468,0,606,163,62,4213
Asir,19.166667,43.166667,1439,4,1996,68,44,968,211,103,124,131,192,379,566,1542,1815,293,1096,456,674,1,37,0,0,308,737,733,434,52,1899,365,1983,281,2254,10,2003,215,0,0,46,2128,90,1030,506,25,7,0,488,52,0,15,99,288,0,1164,0,542,151,53,2402
Asir,19.166667,43.166667,1439,5,1470,69,40,257,140,248,140,111,336,347,1315,264,1361,218,1040,831,919,12,67,2,0,79,1097,828,812,55,1839,1032,2235,636,2847,24,1536,773,0,0,562,2259,50,1010,159,89,45,0,213,63,0,48,123,86,0,854,0,468,209,49,3031
Asir,19.166667,43.166667,1439,6,2160,62,49,416,266,303,264,272,333,417,1762,509,1469,802,1492,1282,1341,7,146,22,0,294,1744,1162,998,92,3768,522,3784,506,4233,57,3353,367,0,0,570,3123,597,1370,623,88,55,0,116,19,0,156,26,161,25,1352,0,551,162,53,4282
Asir,19.166667,43.166667,1439,7,2419,68,41,280,354,441,425,358,380,290,1472,1056,1833,695,1329,1101,1175,6,41,2,0,71,1634,1062,820,67,3009,645,3097,557,3637,17,3068,329,0,0,257,2942,455,1302,759,69,66,19,313,0,0,125,24,163,0,1548,0,668,193,46,4171
Asir,19.166667,43.166667,1439,8,2225,48,59,353,280,319,263,241,425,451,1944,388,1889,443,1937,915,897,17,59,2,0,170,2489,2017,1139,81,5048,848,4824,1072,5886,10,4952,371,0,0,573,3901,1422,1287,535,101,38,0,335,36,0,264,128,168,0,1342,0,430,149,72,5980
Asir,19.166667,43.166667,1439,9,2075,62,52,368,271,252,278,333,341,346,1510,679,1260,929,1451,813,1268,4,142,6,0,139,1979,760,728,78,3339,345,3214,470,3671,13,2676,833,0,0,175,3108,401,1296,501,67,48,0,265,12,0,33,23,123,12,1288,0,710,143,60,3663
Asir,19.166667,43.166667,1439,10,2280,59,56,454,244,353,280,322,280,462,1933,462,1696,699,1511,1364,1135,23,78,2,0,159,1906,1279,719,50,2906,1207,3347,766,4095,18,3359,616,0,0,138,3633,342,1685,326,110,71,12,161,30,0,22,37,207,21,1331,0,777,216,74,4102
Asir,19.166667,43.166667,1439,11,1952,56,37,357,224,162,224,320,380,378,1288,757,1088,957,1194,721,889,24,174,16,2,239,1154,900,686,41,2273,747,2235,785,3012,8,2647,209,0,0,164,2613,243,867,633,157,63,0,325,0,0,56,156,68,22,1041,0,702,156,50,3256
Asir,19.166667,43.166667,1439,12,1996,40,53,277,384,354,283,269,278,244,1492,597,1432,657,1613,988,1087,15,136,36,0,257,1459,1153,955,51,3344,531,3099,776,3853,22,3266,382,0,0,227,2905,743,1185,571,106,32,6,186,3,0,124,67,133,22,977,0,766,183,60,4171
Jazan,17.333333,42.666667,1439,1,1884,189,51,210,350,443,313,256,364,188,1200,924,875,1249,2001,924,510,31,112,61,211,260,1170,1511,611,298,2567,1283,2205,1645,3427,423,2490,514,0,8,838,2120,892,1602,213,37,1,0,177,58,36,210,199,245,16,652,0,802,245,58,3675
Jazan,17.333333,42.666667,1439,2,1401,76,46,215,203,212,181,216,276,220,1012,511,932,591,1305,632,521,6,180,49,164,264,1152,932,452,57,1699,1158,1823,1034,2763,94,1497,910,16,6,428,1896,533,1021,245,16,0,0,89,56,96,98,212,220,15,510,0,468,210,55,2855
Jazan,17.333333,42.666667,1439,3,1685,105,41,191,343,313,289,317,237,141,979,852,921,910,1679,386,432,14,241,134,62,261,1330,862,368,127,2240,708,1885,1063,2818,130,2094,318,0,0,536,1879,533,1225,167,24,0,1,104,143,167,145,177,131,0,909,0,469,201,50,2959
Jazan,17.333333,42.666667,1439,4,1630,94,41,254,201,313,274,326,278,119,914,851,879,886,1684,345,454,12,267,124,67,274,1341,854,354,130,2265,688,1842,1111,2910,43,2101,353,0,12,487,1964,502,1304,100,28,0,0,130,105,98,101,142,103,0,956,0,463,180,65,3165
Jazan,17.333333,42.666667,1439,5,1735,84,30,191,343,331,289,317,237,141,979,870,859,990,1679,386,432,14,241,134,62,261,1330,862,368,127,2240,708,1885,1063,2818,130,1083,1330,0,0,535,2328,85,1225,167,24,0,0,105,143,185,145,177,131,0,909,0,487,135,44,640
Jazan,17.333333,42.666667,1439,6,1081,77,29,120,266,206,178,175,122,120,843,344,735,452,1486,339,322,19,193,88,44,155,1305,683,239,109,1985,506,1435,1056,2331,160,1362,253,2,1,873,1557,61,640,130,26,5,0,105,121,160,180,177,131,0,412,0,287,137,40,2337
Jazan,17.333333,42.666667,1439,7,1419,69,26,212,246,195,178,165,197,321,921,593,850,664,1193,358,435,35,208,87,15,142,1029,710,337,113,1713,618,1609,722,2209,122,1702,76,0,0,553,1727,51,1121,160,39,0,0,71,123,0,213,210,174,0,320,0,597,138,35,2341
Jazan,17.333333,42.666667,1439,8,1562,89,31,214,279,325,248,216,211,189,1057,625,980,702,1679,386,432,14,241,134,62,261,1330,862,368,127,2240,708,1885,1063,2818,130,2094,316,0,2,536,2328,84,1260,188,38,6,2,67,110,11,126,180,142,12,847,0,375,173,37,2241
Jazan,17.333333,42.666667,1439,9,1439,96,33,210,240,301,223,198,206,190,979,589,904,664,1214,523,373,12,382,60,32,153,1192,960,174,117,1994,602,1776,820,2484,112,1922,61,0,0,613,1857,126,1156,169,28,3,0,41,91,80,97,152,137,6,712,0,464,202,39,2579
Jazan,17.333333,42.666667,1439,10,1494,77,27,210,245,306,224,201,220,192,1012,586,959,639,1320,611,433,13,163,14,156,169,1192,980,201,168,2172,538,1799,911,2621,89,2074,73,0,0,563,2034,113,1126,151,21,0,0,46,174,80,102,143,135,4,702,0,512,163,43,2815
Jazan,17.333333,42.666667,1439,11,1329,72,34,178,214,301,211,179,181,171,954,481,919,516,1121,403,523,7,125,6,120,156,1109,714,175,151,1880,425,1553,752,2234,71,1741,102,0,0,462,1688,155,1002,123,16,0,0,46,173,75,97,137,145,5,512,0,539,184,47,2579
Jazan,17.333333,42.666667,1439,12,1387,70,39,190,239,298,217,186,201,165,953,543,886,610,882,379,614,5,112,6,114,301,811,536,263,201,1482,630,1498,614,2043,69,1624,156,0,0,332,1665,115,1013,136,24,2,0,57,201,63,81,205,156,7,512,0,535,144,50,2407
Jeddah,21.5504432,39.1742363,1439,1,3588,158,27,426,601,596,586,574,583,407,3455,318,3676,97,6498,153,517,4,6,91,6,509,2128,2083,1549,1006,2947,4328,4167,3108,7275,0,5693,459,0,0,1123,5104,1048,3159,497,81,0,0,34,0,2,88,226,101,68,476,0,2814,211,31,7314
Jeddah,21.5504432,39.1742363,1439,2,3461,145,26,487,812,525,476,421,498,413,3229,403,3517,115,6667,176,508,3,2,93,6,502,2358,2174,1426,995,2485,4970,3801,3654,7455,0,5780,418,0,0,1257,5039,1159,3058,488,62,0,0,24,0,0,43,187,84,51,447,0,2820,206,32,7528
Jeddah,21.5504432,39.1742363,1439,3,3297,159,25,406,789,551,427,412,498,398,3089,392,3383,98,5952,257,628,5,0,101,7,469,2253,2115,1259,854,2901,4049,3383,3567,6950,0,5277,519,0,0,1154,4539,1257,2864,519,59,1,0,37,0,1,27,201,121,62,426,0,2644,273,26,7113
Jeddah,21.5504432,39.1742363,1439,4,3135,152,24,448,614,458,407,491,486,407,2904,407,3224,87,5806,243,559,6,0,93,6,553,2122,1984,1163,891,2455,4258,2952,3761,6713,0,5271,428,0,0,1014,4572,1127,2710,492,61,0,0,42,6,0,17,277,129,55,448,0,2385,228,31,6829
Jeddah,21.5504432,39.1742363,1439,5,3172,145,13,423,611,518,457,427,482,412,2902,428,3240,90,5585,198,362,4,0,101,5,598,2039,1684,1010,924,2427,3828,2979,3276,6255,0,4729,398,0,0,1128,4173,954,2739,487,59,0,1,39,4,1,13,389,188,65,431,0,2244,199,17,6319
Jeddah,21.5504432,39.1742363,1439,6,3323,178,19,530,590,563,475,479,511,372,2992,528,3429,91,4996,172,448,6,2,98,4,465,1954,1526,901,880,2374,3352,2127,3599,5726,0,4391,407,0,0,928,3973,825,2901,518,68,0,0,27,6,0,14,376,258,53,428,0,2391,241,26,5806
Jeddah,21.5504432,39.1742363,1439,7,3534,167,24,493,623,511,587,587,528,396,3137,588,3631,94,5363,216,427,5,0,105,6,412,2011,1752,1004,943,2984,3138,2754,3368,6122,0,4677,434,0,0,1011,4396,715,3119,488,73,0,0,39,4,2,71,351,264,77,409,0,2553,219,27,6207
Jeddah,21.5504432,39.1742363,1439,8,3517,199,28,453,652,579,578,552,503,427,3265,479,3655,89,5453,502,512,4,0,94,6,601,2052,1984,1011,923,3304,3267,2947,3624,6571,0,4677,434,0,0,1460,4396,715,3124,512,75,0,0,28,4,1,55,211,196,53,426,0,2803,298,41,6607
Jeddah,21.5504432,39.1742363,1439,9,3214,214,25,491,546,503,498,488,517,410,2511,942,3363,90,4785,432,430,5,0,102,7,486,1856,1576,991,852,2766,2995,2128,3633,5761,0,4021,614,0,0,1126,3791,844,2835,496,89,0,0,31,2,0,16,326,201,44,496,0,2370,337,32,5864
Jeddah,21.5504432,39.1742363,1439,10,2626,186,24,378,412,422,413,382,456,373,2116,720,2724,112,4023,432,250,18,0,110,16,480,1578,1364,841,586,2200,2649,1821,3028,4849,0,3410,414,0,0,1025,3447,377,2519,220,63,0,0,32,2,0,16,257,476,21,316,0,1750,260,32,4579
Jeddah,21.5504432,39.1742363,1439,11,2764,166,18,394,533,449,380,393,405,394,2477,471,2875,73,4891,527,588,7,0,93,8,526,1943,1654,1007,984,2874,3240,2600,3514,6114,0,4480,526,0,0,1108,4494,512,2326,527,57,0,0,38,0,0,29,397,196,56,354,0,1916,239,22,5968
Jeddah,21.5504432,39.1742363,1439,12,2806,182,18,402,576,517,397,388,419,307,2612,394,2945,61,3867,426,614,6,0,103,6,483,1447,1127,994,971,2241,2781,1895,3127,5022,0,3318,417,0,0,1287,3007,728,2491,428,51,0,0,36,0,0,51,384,201,62,387,0,1921,254,20,3102
Taif,21.2702801,40.4158308,1439,1,1673,194,26,277,281,266,254,288,285,242,1169,724,1150,743,1448,243,420,25,437,84,338,384,952,813,567,279,2178,817,2597,398,2933,62,2626,282,2,2,83,2764,148,1338,150,41,32,7,89,149,87,56,67,125,36,172,0,1437,270,28,2872
Taif,21.2702801,40.4158308,1439,2,1819,206,22,443,323,240,267,270,230,274,1339,708,1462,585,1194,382,368,53,486,80,75,251,861,846,481,199,1761,877,2084,554,2548,90,2025,489,3,3,118,2141,379,1527,141,32,22,1,106,166,52,31,27,33,0,142,0,1814,290,28,2344
Taif,21.2702801,40.4158308,1439,3,1758,225,31,307,288,290,292,307,280,250,1390,624,1475,539,1340,268,355,61,582,68,36,480,1079,361,536,254,1727,983,2101,609,2655,55,2013,539,5,4,149,2015,546,1483,179,21,17,0,143,161,10,26,39,54,0,120,0,1775,365,37,2733
Taif,21.2702801,40.4158308,1439,4,1656,226,29,259,270,299,305,318,234,226,1211,700,1182,729,1364,320,419,53,630,78,72,336,1263,727,275,335,1970,966,1807,1129,2705,231,2135,606,7,0,188,2396,352,1417,153,26,14,2,123,167,9,26,19,65,4,139,0,1658,286,35,2948
Taif,21.2702801,40.4158308,1439,5,1398,161,22,229,230,234,216,265,219,188,889,692,1025,556,804,328,277,67,190,111,6,155,789,513,183,143,1139,644,1172,611,1712,71,1244,369,30,0,140,1440,203,1318,112,23,13,3,73,38,1,13,30,53,0,104,0,1381,247,28,1675
Taif,21.2702801,40.4158308,1439,6,1048,170,30,160,175,172,192,200,141,208,689,559,821,427,805,239,216,60,124,36,22,281,345,361,311,204,948,554,911,591,1482,20,1030,310,22,0,140,1242,120,965,129,19,6,0,85,44,0,21,33,38,16,151,0,989,271,33,1422
Taif,21.2702801,40.4158308,1439,7,1102,193,24,216,230,205,163,189,160,156,789,530,795,524,914,322,269,35,118,39,63,354,371,410,332,293,1148,612,980,780,1733,27,1138,345,45,0,232,1182,346,977,140,18,5,0,135,44,0,30,41,69,16,214,0,949,279,34,1612
Taif,21.2702801,40.4158308,1439,8,944,195,27,170,141,214,153,181,159,148,542,624,661,505,850,214,212,25,163,33,112,325,345,336,348,255,1055,554,940,669,1600,9,1100,200,0,0,309,1100,200,895,172,14,4,0,36,45,0,23,18,31,0,186,0,908,300,33,1450
Taif,21.2702801,40.4158308,1439,9,1056,187,33,185,154,198,188,191,176,184,514,762,581,695,1022,211,234,21,112,34,240,354,384,418,441,277,1241,633,986,888,1860,14,1076,355,0,0,443,1086,345,911,170,30,8,0,40,77,40,36,45,49,10,264,0,872,383,39,1612
Taif,21.2702801,40.4158308,1439,10,978,173,14,144,165,193,184,132,219,128,765,400,712,453,412,193,113,15,201,93,987,294,510,288,618,304,1665,349,1801,213,1994,20,1890,36,0,2,86,1901,27,704,201,9,5,2,36,102,106,56,93,51,6,325,0,634,309,17,1894
Taif,21.2702801,40.4158308,1439,11,1208,152,9,105,136,169,198,202,214,345,895,474,968,401,1056,103,89,56,106,98,395,265,564,498,295,281,1356,547,1295,608,1859,44,1798,9,2,2,92,1710,101,1099,102,4,3,0,36,101,24,63,35,56,2,169,0,1044,289,11,1869
Taif,21.2702801,40.4158308,1439,12,1117,168,25,142,168,195,209,218,246,132,812,498,865,445,1025,162,93,18,85,26,453,298,565,429,294,276,1385,477,1463,399,1808,54,1685,16,4,2,155,1458,249,1002,86,9,5,2,46,69,91,46,19,96,9,204,0,936,277,32,1765
Najran,18,45.666667,1439,1,222,42,13,36,39,41,44,37,34,46,178,99,124,153,59,46,51,0,42,0,79,51,59,62,56,53,207,74,209,72,240,41,164,59,10,0,48,200,33,88,27,6,3,7,34,50,62,41,27,48,3,71,0,87,75,20,186
Najran,18,45.666667,1439,2,194,48,11,34,36,38,41,33,31,40,162,91,82,171,53,42,46,0,39,0,73,45,51,57,59,53,201,64,198,67,233,32,159,43,9,0,54,181,30,69,26,5,1,8,31,48,65,39,25,32,1,66,0,90,55,13,197
Najran,18,45.666667,1439,3,236,28,13,38,40,41,43,37,34,44,176,101,100,177,58,46,48,0,41,0,84,52,54,58,57,63,209,75,211,73,243,41,171,46,11,0,56,195,33,73,28,6,2,9,32,51,76,49,27,34,2,61,0,104,42,14,235
Najran,18,45.666667,1439,4,217,49,14,40,45,37,43,36,38,41,181,99,124,156,60,52,59,0,45,0,77,55,59,61,58,64,219,78,221,76,251,46,178,49,12,0,58,196,43,77,31,7,3,11,37,56,58,43,31,35,4,71,0,96,68,15,218
Najran,18,45.666667,1439,5,186,40,11,29,28,36,39,32,34,39,162,75,115,122,49,38,46,0,39,0,86,39,47,56,65,57,198,66,203,61,213,51,153,37,9,0,65,153,46,64,28,4,1,7,31,49,53,37,26,39,2,64,0,69,46,13,211
Najran,18,45.666667,1439,6,262,39,6,45,68,47,33,41,28,45,186,121,161,146,59,46,51,0,42,0,79,61,64,68,59,67,213,106,221,98,256,63,177,63,13,0,66,212,41,91,34,9,5,8,44,52,64,43,31,51,4,77,0,101,69,6,327
Najran,18,45.666667,1439,7,244,46,15,43,69,43,38,42,26,44,176,129,170,135,74,59,56,0,66,0,77,187,65,11,0,69,224,108,237,95,267,65,187,65,11,0,69,209,54,88,31,7,2,9,43,56,69,46,32,49,1,81,0,96,79,21,313
Najran,18,45.666667,1439,8,215,35,8,32,49,41,37,38,26,35,154,104,113,145,69,57,51,0,63,0,31,47,56,59,51,58,198,73,177,94,204,67,175,61,8,0,27,210,34,72,30,6,1,10,32,43,64,31,29,41,0,75,0,82,48,9,226
Najran,18,45.666667,1439,9,191,32,16,43,31,25,39,36,30,35,151,88,82,157,67,55,49,0,61,0,34,46,55,58,50,57,194,72,167,99,203,63,175,61,8,0,22,210,34,67,29,7,6,13,36,38,43,29,26,39,0,71,0,74,44,22,210
Najran,18,45.666667,1439,10,205,27,13,41,38,32,30,36,33,35,153,92,131,114,68,56,41,0,69,0,37,42,53,61,53,62,201,70,184,87,217,54,171,63,11,0,26,217,28,63,32,4,7,11,41,34,53,34,31,42,0,74,0,64,37,14,223
Najran,18,45.666667,1439,11,172,28,14,51,48,0,53,29,0,33,138,76,120,94,78,48,53,0,29,0,33,42,64,71,44,20,211,30,176,65,223,18,187,20,3,0,31,197,13,78,28,3,2,0,38,48,17,48,35,46,0,61,0,24,42,15,184
Najran,18,45.666667,1439,12,200,21,11,30,50,32,35,30,27,28,146,86,118,114,74,51,53,0,31,0,37,41,63,70,41,22,205,32,171,66,220,17,191,22,2,0,22,207,8,76,24,1,3,0,37,44,47,41,32,44,0,81,0,34,49,14,188
Al-Qassim,26.1942235,43.4565711,1439,1,1316,130,20,206,190,194,203,193,232,248,1049,417,1173,293,804,896,632,16,420,10,154,280,860,954,458,380,1768,1164,1892,1040,2438,494,1964,456,12,380,120,2438,374,403,0,206,0,0,298,345,214,526,337,179,12,198,0,214,153,24,2755
Al-Qassim,26.1942235,43.4565711,1439,2,1426,73,16,216,209,212,208,215,224,231,873,642,982,533,1062,962,6,14,867,12,107,762,729,949,506,84,2073,957,2493,537,2722,308,1737,739,120,150,284,2692,54,768,0,26,0,5,157,280,279,427,468,316,12,207,0,85,89,19,2922
Al-Qassim,26.1942235,43.4565711,1439,3,1492,65,15,232,218,225,214,221,227,235,967,605,1087,485,1088,986,9,12,706,8,135,432,762,1072,392,286,1738,1206,2125,819,2639,305,1368,762,125,286,403,2332,209,671,0,237,0,0,253,298,113,276,301,429,14,263,0,289,104,16,2784
Al-Qassim,26.1942235,43.4565711,1439,4,1469,92,24,255,205,198,203,205,242,277,990,595,1006,579,854,833,295,14,560,10,304,495,695,836,540,304,1727,1143,1983,887,2519,351,1508,837,14,150,361,2279,230,735,0,42,0,0,283,375,150,492,572,203,15,98,0,205,105,27,2738
Al-Qassim,26.1942235,43.4565711,1439,5,1478,75,23,204,182,182,174,180,318,336,943,633,1035,541,1140,950,8,12,753,25,264,643,916,1149,257,187,1983,1169,1760,1392,2847,305,2170,409,150,143,280,2380,492,760,0,150,0,0,128,267,271,542,429,204,15,153,0,233,85,27,3040
Al-Qassim,26.1942235,43.4565711,1439,6,1446,75,9,246,195,179,185,174,286,265,973,557,1053,477,928,824,9,14,681,25,339,728,748,913,241,190,1437,1383,1973,847,2573,247,1479,632,98,293,318,2142,360,609,0,246,0,0,280,216,179,403,437,395,15,173,0,107,85,12,2724
Al-Qassim,26.1942235,43.4565711,1439,7,1379,86,14,254,156,159,166,161,279,304,861,618,1197,282,1013,859,9,14,792,8,263,672,826,865,345,250,1769,1189,1442,1516,2549,409,1436,973,14,259,276,2341,341,549,0,272,0,0,291,182,185,329,317,423,149,100,0,161,126,23,2809
Al-Qassim,26.1942235,43.4565711,1439,8,1498,62,10,229,219,210,214,223,234,241,1010,560,1118,452,945,934,11,18,923,13,256,372,857,966,655,250,2017,1083,1789,1311,2835,265,2111,468,201,160,160,2645,295,684,0,171,0,0,168,226,321,466,430,390,15,151,0,118,108,12,2980
Al-Qassim,26.1942235,43.4565711,1439,9,1267,85,14,195,190,186,188,185,206,216,976,390,908,458,955,785,10,12,682,12,264,675,709,755,350,243,1573,1159,1975,757,2340,392,1573,465,155,380,159,2465,108,550,0,100,0,0,188,248,280,406,350,206,12,150,0,242,101,22,2609
Al-Qassim,26.1942235,43.4565711,1439,10,1182,70,12,195,172,175,167,166,191,198,852,412,949,315,445,807,9,8,817,14,140,476,627,647,360,130,1167,1073,1980,260,2000,240,1650,326,14,150,100,1967,173,472,0,98,0,0,152,273,269,294,282,260,12,281,0,135,121,17,2102
Al-Qassim,26.1942235,43.4565711,1439,11,1175,94,11,188,175,178,170,174,195,200,764,516,873,407,683,670,10,15,620,12,150,382,486,539,392,361,1231,929,1220,940,2000,160,1680,120,95,150,115,1765,280,460,0,150,0,0,250,130,290,338,340,330,12,110,0,150,114,12,2035
Al-Qassim,26.1942235,43.4565711,1439,12,1227,68,12,199,160,170,155,165,228,230,957,350,873,434,752,654,9,10,581,8,250,471,626,665,285,217,1173,1091,1283,981,2000,264,1181,539,130,150,264,1719,281,568,0,26,0,0,154,280,279,327,362,314,12,206,0,86,78,14,2174
Al-Bahah,20.2372671,41.4615479,1439,1,44,30,13,9,12,12,13,7,21,13,68,19,49,38,81,18,37,2,3,2,2,4,73,45,15,9,120,26,85,61,146,0,110,7,0,0,29,117,0,58,12,4,0,0,12,1,0,0,1,0,3,36,0,47,78,17,138
Al-Bahah,20.2372671,41.4615479,1439,2,52,39,6,11,11,23,9,15,18,10,71,26,58,39,81,21,48,0,3,0,4,13,73,48,16,6,124,32,87,69,155,1,112,10,1,0,33,123,0,59,16,2,1,1,7,5,6,2,0,2,1,25,0,67,67,7,139
Al-Bahah,20.2372671,41.4615479,1439,3,131,32,8,26,19,23,32,30,22,19,123,48,121,50,172,37,70,0,6,1,6,10,120,105,41,10,222,64,172,114,285,1,233,12,0,0,41,244,1,121,26,5,3,0,12,3,1,0,0,1,1,44,0,125,67,8,272
Al-Bahah,20.2372671,41.4615479,1439,4,140,38,6,18,46,28,23,24,29,16,125,59,145,39,181,45,58,4,15,0,3,15,133,101,38,16,240,63,190,113,303,0,252,15,0,0,36,267,0,121,30,5,5,0,12,7,4,0,4,10,3,58,0,109,67,6,278
Al-Bahah,20.2372671,41.4615479,1439,5,84,53,4,16,18,25,21,17,21,23,94,47,83,58,138,25,50,2,9,0,2,10,97,75,25,9,173,43,149,67,214,2,189,9,0,0,18,197,1,83,22,7,0,0,22,5,2,0,1,0,0,32,0,108,106,14,204
Al-Bahah,20.2372671,41.4615479,1439,6,105,47,7,33,22,27,22,19,22,14,114,45,102,57,150,36,73,2,1,1,4,12,118,91,36,10,222,45,157,110,263,4,210,19,0,0,38,229,0,106,25,6,0,0,16,6,0,0,3,10,0,39,0,107,67,7,260
Al-Bahah,20.2372671,41.4615479,1439,7,113,36,8,23,34,22,21,24,20,13,118,39,113,44,144,48,66,1,9,0,3,7,129,80,45,10,218,53,177,94,271,0,215,19,0,0,37,234,0,110,20,4,1,0,16,5,1,2,6,7,0,40,0,102,82,14,249
Al-Bahah,20.2372671,41.4615479,1439,8,116,41,4,10,24,23,26,36,18,24,122,39,106,55,148,40,69,0,12,4,9,14,124,92,39,13,214,68,175,107,281,1,238,11,0,0,33,249,0,119,16,3,1,0,14,4,4,0,3,4,2,68,0,84,73,5,294
Al-Bahah,20.2372671,41.4615479,1439,9,107,45,5,22,23,27,19,22,18,26,91,66,124,33,167,48,53,0,4,0,3,6,129,96,30,14,213,62,171,104,275,0,234,16,0,0,25,248,2,117,15,2,2,1,9,8,3,1,5,6,0,47,0,98,84,6,252
